# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-99.30637965226535,0.0,1514.7387180623564,0.0006601798634151198,0.0,0.0
 0.002994329871065096,0.000013449017065129072,0.004491494806597644,1.5,-99.30637965226535,0.0,1514.7387180623564,0.0006601798634151198,0.0,0.0
 0.010079850295287848,0.00015240507296312175,0.01961127024952941,2.133897658560533,-92.68170682875038,0.0,29.01469383627853,0.03446529560651954,934.9592446121076,131953.50357269883
 0.01665224068497296,0.000415945679745403,0.04009813647039121,3.1171103671830642,-92.34714706634668,0.0,6.389090944516826,0.15651678911507885,50.903817723422655,-134510.48621155333
 0.023138095690981027,0.0008030572083074923,0.059685504563931,3.0200132558306256,-92.22805559722536,0.0,2.376657025854041,0.4207590700389992,18.361722396044925,-5017.394822615195
 0.029582919297568303,0.0013127236712496587,0.07908152248282399,3.0095498500638955,-92.16699738090972,0.0,1.135836300368203,0.8804085585887957,9.473993400413544,-1379.0492243336498
 0.035999338608870494,0.0019439285704141711,0.09837338685965824,3.006640221104725,-92.12987420962183,0.0,0.6297158929913007,1.5880177253423944,5.785652322080443,-574.8285608199386
 0.04239225740228622,0.0026956552314925364,0.11758739401673503,3.0055140348202003,-92.10492608064956,0.0,0.38527564554801064,2.595544285125041,3.9024629873247236,-294.57426186850313
 0.04876396827699644,0.003566886903179873,0.13673433851892405,3.004992674445515,-92.08701294708884,0.0,0.2528813741392023,3.954423307781992,2.8113537969553333,-171.2427339884618
 0.05511567711141584,0.004556606795174772,0.1558194680826184,3.004723620244298,-92.07353125055425,0.0,0.17495847179452406,5.715642059187776,2.122530626962438,-108.44690585629769
 0.06144807073353352,0.005663798095310008,0.17484562176742402,3.0045753344124684,-92.06302113117461,0.0,0.12610631145781884,7.92981721881929,1.659738798125664,-73.08323778552588
 0.06776156225178576,0.006887443978203955,0.19381444947797896,3.004490883644377,-92.05460056311571,0.0,0.09392073119710236,10.647276562417266,1.3337418818952935,-51.634965420942905
 0.07405640917581865,0.008226527610024416,0.21272695714140638,3.0044428231005824,-92.04770520459026,0.0,0.07184864955789384,13.91814607725125,1.0953973319260344,-37.8634385943987
 0.08033277517625344,0.009680032151277721,0.2315837765281083,3.0044167891731695,-92.04195718650463,0.0,0.05620365698672314,17.792436535512763,0.9158194543201906,-28.61175998872655
 0.08659076455195747,0.0112469407585388,0.2503853095923162,3.004404759330981,-92.03709397047115,0.0,0.044802589519331665,22.320138427903025,0.7771211712743428,-22.163393818520863
 0.09283044251237611,0.012926236585565349,0.2691318105965003,3.004402009703453,-92.03292746812068,0.0,0.03629590133472458,27.551320210452854,0.6677431715082187,-17.529430278287236
 0.09905184764907342,0.014716902784042878,0.2878234352421746,3.004405634254658,-92.02931939819777,0.0,0.02981849043696812,33.536238265107755,0.5799445372278409,-14.112347990728423
 0.10525499989423512,0.016617922504103152,0.30646027131496256,3.0044137780632814,-92.02616582454124,0.0,0.024798233104234447,40.32545366424691,0.5083824371681753,-11.53640878562705
 0.1114399057629443,0.018628278894680855,0.3250423584857687,3.0044252192773135,-92.02338711647472,0.0,0.020846377404560724,47.969965265102715,0.44927249104687494,-9.557129465842127
 0.11760656190249144,0.020746955103786824,0.3435697014981536,3.004439130887794,-92.02092123691399,0.0,0.017692475678782325,56.52120246796487,0.3998730438212794,-8.010734846847365
 0.12375495755373603,0.022972934278690505,0.36204227918434106,3.004454939793632,-92.01871913842042,0.0,0.015144313545479637,66.03138511342337,0.358158228341134,-6.784666740127779
 0.1298850762945994,0.025305199566080856,0.3804600507725038,3.004472240544034,-92.01674153239644,0.0,0.013062741717460939,76.55360732297892,0.32260484789316995,-5.799786586671687
 0.13599689729834516,0.02774273411216496,0.39882296038941645,3.00449074108331,-92.01495657773746,0.0,0.011345368392776115,88.14169495251696,0.29204956393441267,-4.999374808265945
 0.14209039625712705,0.030284521062761072,0.4171309403332079,3.0045102276428857,-92.0133381958508,0.0,0.009915600585079315,100.85117804208134,0.2655915587397193,-4.342005368945262
 0.14816554607007423,0.03292954356336493,0.4353839134908018,3.0045305415668397,-92.01186482419456,0.0,0.008715488178535367,114.73826589115394,0.24252433299991158,-3.796980560157965
 0.1542223173629631,0.03567678475920376,0.45358179514955577,3.0045515636556606,-92.01051847903345,0.0,0.00770057036221285,129.86051071061678,0.2222876010988732,-3.341174847529395
 0.1602606788855252,0.038525227795274126,0.47172449437273245,3.0045732034074497,-92.00928404314277,0.0,0.006836265908312356,146.27868684629127,0.20443225965769488,-2.956984502246596
 0.16628059781864402,0.041473855816388454,0.48981191505625366,3.0045953914782073,-92.00814871680392,0.0,0.006095587473240987,164.05309650462715,0.18859495475793808,-2.6308169720737036
 0.17228204001421518,0.044521651967189456,0.5078439567492892,3.004618074359272,-92.0071015899198,0.0,0.005457022897018726,183.25010154278786,0.17447920849718426,-2.352059021941541
 0.1782649701842419,0.047667599392182965,0.5258205152976845,3.004641210498207,-92.00613330650097,0.0,0.004903564470587023,203.93328281870973,0.1618410028721831,-2.112377257604658
 0.18422935205110616,0.0509106812357556,0.5437414833530211,3.0046647675089986,-92.00523579700464,0.0,0.004421382552733534,226.17359798051103,0.15047820819580346,-1.905108514179277
 0.19017514846790756,0.054249880642186,0.5616067507785192,3.0046887200872057,-92.00440206530648,0.0,0.003999291030676757,250.0443184378059,0.14022203918917753,-1.7249445301632662
 0.19610232151551849,0.057684180755663644,0.5794162049751382,3.0047130484569786,-92.00362601594178,0.0,0.0036281993638460656,275.61881245135106,0.13093077568065759,-1.5675708189868045
 0.20201083258132038,0.061212564720297354,0.5971697311452595,3.004737737207196,-92.00290231375277,0.0,0.003300561969330833,302.9787076540615,0.12248469723498816,-1.4294766230624154
 0.20790064242345488,0.06483401568012785,0.614867212507164,3.004762774393895,-92.00222626930002,0.0,0.003010150371296316,332.20931736023266,0.11478205083886595,-1.3077920344760658
 0.21377171122349659,0.06854751677913301,0.6325085304704281,3.00478815086254,-92.0015937439523,0.0,0.002751809397794273,363.39726174405655,0.10773597947595609,-1.200134354218399
 0.21962399862983303,0.07235205116123535,0.6500935647799952,3.004813859710188,-92.0010010718013,0.0,0.002521206501806218,396.6354994260049,0.10127188052238424,-1.104542293424103
 0.22545746379351894,0.07624660197030884,0.6676221936350273,3.0048398958735656,-92.00044499396303,0.0,0.0023146369276777715,432.03320056043515,0.09532547510884525,-1.0193607481460845
 0.2312720653980013,0.08023015235018607,0.6850942937872808,3.0048662558041217,-91.99992260385363,0.0,0.002129083202365003,469.68573087664765,0.08984108369661634,-0.9432101776329963
 0.23706776168381308,0.08430168544465978,0.7025097406227223,3.0048929372085245,-91.99943130083793,0.0,0.001961843455977416,509.7246658254835,0.0847703177449278,-0.8749191989411309
 0.24284451046912936,0.08846018439748661,0.7198684082294131,3.0049199388441816,-91.99896875147232,0.0,0.0018107556530572873,552.255627815711,0.08007088118111591,-0.8135089024049692
 0.24860226916689795,0.09270463235239615,0.7371701694540385,3.0049472603516016,-91.99853285576327,0.0,0.001673800908389269,597.442619960291,0.07570579663487309,-0.7581221748550374
 0.2543409947990884,0.09703401245308486,0.7544148959489836,3.0049749021304777,-91.99812171924133,0.0,0.0015495569199966744,645.3457676160397,0.0716424774938681,-0.7080525192235128
 0.26006064400856754,0.10144730784322636,0.771602458211487,3.005002865213924,-91.99773362822978,0.0,0.0014362908310651002,696.2378220143876,0.06785224011833998,-0.6626695513505573
 0.2657611730689434,0.10594350166647139,0.7887327256162701,3.005031151205734,-91.99736702910138,0.0,0.0013329578630808827,750.2112615088125,0.06430966748910151,-0.6214462888826828
 0.2714425378927072,0.11052157706645072,0.8058055664424726,3.0050597621879316,-91.99702051006906,0.0,0.0012384496625091868,807.4611591188367,0.06099221631946069,-0.5839179972679619
 0.2771046940379205,0.11518051718677431,0.822820847895943,3.005088700680747,-91.99669278546477,0.0,0.0011518569038688063,868.163394811668,0.057879824555937244,-0.5496831390202189
 0.2827475967136709,0.11991930517103504,0.839778436127387,3.005117969572095,-91.99638268221196,0.0,0.0010722945656584412,932.5795653789883,0.05495456339372442,-0.5183965292869094
 0.28837120078446443,0.12473692416281087,0.8566781962472027,3.005147572103335,-91.99608912777337,0.0,0.0009990103906728767,1000.9905896238544,0.05220041007240368,-0.4897487957277387
 0.29397546077370285,0.12963235730566636,0.8735199923372475,3.0051775118187516,-91.99581113976637,0.0,0.0009314486082887303,1073.596536729185,0.049602981933799646,-0.463473883008952
